DIALOGUE_ID,STEP_ID,SPEAKER,UTTERANCE,INTENT-SLOT,SENTIMENT
449,17,User,<SILENCE>,silence(),neutral
449,17,Agent,what do you think of this option: resto_bombay_expensive_indian_1stars,option(),neutral
449,18,User,i love that,inform(YES),positive
449,18,Agent,great let me do the reservation,inform(done),positive
449,19,User,may i have the phone number of the restaurant,phone(res_name=resto_bombay_expensive_indian_1stars),neutral
449,19,Agent,here it is resto_bombay_expensive_indian_1stars_phone,inform(done),neutral
449,20,User,thank you,greeting(),positive
449,20,Agent,is there anything i can help you with,else(),neutral
449,21,User,no thank you,inform(NO),neutral
449,21,Agent,you're welcome,greeting(),neutral
,,,,,
450,1,User,hi,greeting(),neutral
450,1,Agent,hello what can i help you with today,request(),neutral
450,2,User,can you make a restaurant reservation for eight people in a cheap price range,"restaurant(people=eight,price=cheap)",neutral
450,2,Agent,i'm on it,inform(),neutral
450,3,User,<SILENCE>,silence(),neutral
450,3,Agent,any preference on a type of cuisine,request(food),neutral
450,4,User,with italian food,inform(food=italian),neutral
450,4,Agent,where should it be,request(location),neutral
450,5,User,in paris,inform(location=paris),neutral
450,5,Agent,What category restaurant are you looking for,request(category),neutral
450,6,User,one star,inform(category=one),neutral
450,6,Agent,ok let me look into some options for you,inform(),neutral
450,7,User,<SILENCE>,silence(),neutral
450,7,Agent,api_call italian paris eight cheap,api_call(),neutral
450,8,User,instead could it be in bombay,update(location=bombay),neutral
450,8,Agent,sure is there anything else to update,else(),neutral
450,9,User,actually i would prefer for six people,update(people=six),neutral
450,9,Agent,sure is there anything else to update,else(),neutral
450,10,User,no,inform(NO),neutral
450,10,Agent,ok let me look into some options for you,inform(),neutral
450,11,User,<SILENCE>,silence(),neutral
450,11,Agent,api_call italian bombay six cheap,api_call(),neutral
450,12,User,<SILENCE>,silence(),neutral
450,12,Agent,what do you think of this option: resto_bombay_cheap_italian_8stars,option(),neutral
450,13,User,do you have something else,inform(NO),negative
450,13,Agent,sure let me find an other option for you,inform(),neutral
450,14,User,<SILENCE>,silence(),neutral
450,14,Agent,what do you think of this option: resto_bombay_cheap_italian_4stars,option(),neutral
450,15,User,no i don't like that,inform(NO),negative
450,15,Agent,sure let me find an other option for you,inform(),neutral
450,16,User,<SILENCE>,silence(),neutral
450,16,Agent,what do you think of this option: resto_bombay_cheap_italian_3stars,option(),neutral
450,17,User,no this does not work for me,inform(NO),negative
450,17,Agent,sure let me find an other option for you,inform(),neutral
450,18,User,<SILENCE>,silence(),neutral
450,18,Agent,what do you think of this option: resto_bombay_cheap_italian_2stars,option(),neutral
450,19,User,no i don't like that,inform(NO),negative
450,19,Agent,sure let me find an other option for you,inform(),neutral
450,20,User,<SILENCE>,silence(),neutral
450,20,Agent,what do you think of this option: resto_bombay_cheap_italian_1stars,option(),neutral
450,21,User,i love that,inform(YES),positive
450,21,Agent,great let me do the reservation,inform(done),positive
450,22,User,what is the phone number of the restaurant,phone(res_name=resto_bombay_cheap_italian_1stars),neutral
450,22,Agent,here it is resto_bombay_cheap_italian_1stars_phone,inform(done),neutral
450,23,User,do you have its address,address(res_name=resto_bombay_cheap_italian_1stars),neutral
450,23,Agent,here it is resto_bombay_cheap_italian_1stars_address,inform(done),neutral
450,24,User,thanks,greeting(),positive
450,24,Agent,is there anything i can help you with,else(),neutral
450,25,User,no thank you,inform(NO),neutral
450,25,Agent,you're welcome,greeting(),neutral
,,,,,
451,1,User,hi,greeting(),neutral
451,1,Agent,hello what can i help you with today,request(),neutral
451,2,User,i'd like to book a table in a expensive price range,restaurant(price=expensive),neutral
451,2,Agent,i'm on it,inform(),neutral
451,3,User,<SILENCE>,silence(),neutral
451,3,Agent,any preference on a type of cuisine,request(food),neutral
451,4,User,with indian cuisine,inform(food=indian),neutral
451,4,Agent,where should it be,request(location),neutral
451,5,User,paris please,inform(location=paris),neutral
451,5,Agent,how many people would be in your party,request(people),neutral
451,6,User,for eight please,inform(people=eight),neutral
451,6,Agent,What category restaurant are you looking for,request(category),neutral
451,7,User,seven star,inform(category=seven),neutral
451,7,Agent,ok let me look into some options for you,inform(),neutral
451,8,User,<SILENCE>,silence(),neutral
451,8,Agent,api_call indian paris eight expensive,api_call(),neutral
451,9,User,instead could it be in a moderate price range,update(price=moderate),neutral
451,9,Agent,sure is there anything else to update,else(),neutral
451,10,User,instead could it be in rome,update(location=rome),neutral
451,10,Agent,sure is there anything else to update,else(),neutral
451,11,User,instead could it be for four people,update(people=four),neutral
451,11,Agent,sure is there anything else to update,else(),neutral
451,12,User,no,inform(NO),neutral
451,12,Agent,ok let me look into some options for you,inform(),neutral
451,13,User,<SILENCE>,silence(),neutral
451,13,Agent,api_call indian rome four moderate,api_call(),neutral
451,14,User,<SILENCE>,silence(),neutral
451,14,Agent,what do you think of this option: resto_rome_moderate_indian_6stars,option(),neutral
451,15,User,no i don't like that,inform(NO),negative
451,15,Agent,sure let me find an other option for you,inform(),neutral
451,16,User,<SILENCE>,silence(),neutral
451,16,Agent,what do you think of this option: resto_rome_moderate_indian_4stars,option(),neutral
451,17,User,that looks great,inform(YES),positive
451,17,Agent,great let me do the reservation,inform(done),positive
451,18,User,do you have its phone number,phone(res_name=resto_rome_moderate_indian_4stars),neutral
451,18,Agent,here it is resto_rome_moderate_indian_4stars_phone,inform(done),neutral
451,19,User,thanks,greeting(),positive
451,19,Agent,is there anything i can help you with,else(),neutral
451,20,User,no thanks,inform(NO),neutral
451,20,Agent,you're welcome,greeting(),neutral
,,,,,
452,1,User,good morning,greeting(),neutral
452,1,Agent,hello what can i help you with today,request(),neutral
452,2,User,may i have a table in a expensive price range with italian food,"restaurant(food=italian,price=expensive)",neutral
452,2,Agent,i'm on it,inform(),neutral
452,3,User,<SILENCE>,silence(),neutral
452,3,Agent,where should it be,request(location),neutral
452,4,User,rome please,inform(location=rome),neutral
452,4,Agent,how many people would be in your party,request(people),neutral
452,5,User,for four people please,inform(people=four),neutral
452,5,Agent,What category restaurant are you looking for,request(category),neutral
452,6,User,nine star,inform(category=nine),neutral
452,6,Agent,ok let me look into some options for you,inform(),neutral
452,7,User,<SILENCE>,silence(),neutral
452,7,Agent,api_call italian rome four expensive,api_call(),neutral
452,8,User,instead could it be in a moderate price range,update(price=moderate),neutral
452,8,Agent,sure is there anything else to update,else(),neutral
452,9,User,instead could it be for eight,update(people=eight),neutral
452,9,Agent,sure is there anything else to update,else(),neutral
452,10,User,actually i would prefer in paris,update(location=paris),neutral
452,10,Agent,sure is there anything else to update,else(),neutral
452,11,User,no,inform(NO),neutral
452,11,Agent,ok let me look into some options for you,inform(),neutral
452,12,User,<SILENCE>,silence(),neutral
452,12,Agent,api_call italian paris eight moderate,api_call(),neutral
452,13,User,<SILENCE>,silence(),neutral
452,13,Agent,what do you think of this option: resto_paris_moderate_italian_6stars,option(),neutral
452,14,User,do you have something else,inform(NO),negative
452,14,Agent,sure let me find an other option for you,inform(),neutral
452,15,User,<SILENCE>,silence(),neutral
452,15,Agent,what do you think of this option: resto_paris_moderate_italian_5stars,option(),neutral
452,16,User,no this does not work for me,inform(NO),negative
452,16,Agent,sure let me find an other option for you,inform(),neutral
452,17,User,<SILENCE>,silence(),neutral
452,17,Agent,what do you think of this option: resto_paris_moderate_italian_2stars,option(),neutral
452,18,User,that looks great,inform(YES),positive
452,18,Agent,great let me do the reservation,inform(done),positive
452,19,User,what is the phone number of the restaurant,phone(res_name=resto_paris_moderate_italian_2stars),neutral
452,19,Agent,here it is resto_paris_moderate_italian_2stars_phone,inform(done),neutral
452,20,User,thank you,greeting(),positive
452,20,Agent,is there anything i can help you with,else(),neutral
452,21,User,no thank you,inform(NO),neutral
452,21,Agent,you're welcome,greeting(),neutral
,,,,,
453,1,User,hello,greeting(),neutral
453,1,Agent,hello what can i help you with today,request(),neutral
453,2,User,i'd like to book a table in madrid,restaurant(location=madrid),neutral
453,2,Agent,i'm on it,inform(),neutral
453,3,User,<SILENCE>,silence(),neutral
453,3,Agent,any preference on a type of cuisine,request(food),neutral
453,4,User,with french food,inform(food=french),neutral
453,4,Agent,how many people would be in your party,request(people),neutral
453,5,User,for two please,inform(people=two),neutral
453,5,Agent,which price range are looking for,request(price),neutral
453,6,User,in a cheap price range please,inform(price=cheap),neutral
453,6,Agent,What category restaurant are you looking for,request(category),neutral
453,7,User,one star,inform(category=one),neutral
453,7,Agent,ok let me look into some options for you,inform(),neutral
453,8,User,<SILENCE>,silence(),neutral
453,8,Agent,api_call french madrid two cheap,api_call(),neutral
453,9,User,instead could it be with spanish food,update(food=spanish),neutral
453,9,Agent,sure is there anything else to update,else(),neutral
453,10,User,no,inform(NO),neutral
453,10,Agent,ok let me look into some options for you,inform(),neutral
453,11,User,<SILENCE>,silence(),neutral
453,11,Agent,api_call spanish madrid two cheap,api_call(),neutral
453,12,User,<SILENCE>,silence(),neutral
453,12,Agent,what do you think of this option: resto_madrid_cheap_spanish_8stars,option(),neutral
453,13,User,it's perfect,inform(YES),positive
453,13,Agent,great let me do the reservation,inform(done),positive
453,14,User,may i have the phone number of the restaurant,phone(res_name=resto_madrid_cheap_spanish_8stars),neutral
453,14,Agent,here it is resto_madrid_cheap_spanish_8stars_phone,inform(done),neutral
453,15,User,do you have its address,address(res_name=resto_madrid_cheap_spanish_8stars),neutral
453,15,Agent,here it is resto_madrid_cheap_spanish_8stars_address,inform(done),neutral
453,16,User,you rock,inform(),positive
453,16,Agent,is there anything i can help you with,else(),neutral
453,17,User,no thanks,inform(NO),neutral
453,17,Agent,you're welcome,greeting(),neutral
,,,,,
454,1,User,hi,greeting(),neutral
454,1,Agent,hello what can i help you with today,request(),neutral
454,2,User,may i have a table in rome for eight in a moderate price range,"restaurant(price=moderate,people=eight,location=rome)",neutral
454,2,Agent,i'm on it,inform(),neutral
454,3,User,<SILENCE>,silence(),neutral
454,3,Agent,any preference on a type of cuisine,request(food),neutral
454,4,User,with british cuisine,inform(food=british),neutral
454,4,Agent,What category restaurant are you looking for,request(category),neutral
454,5,User,four star,inform(category=four),neutral
454,5,Agent,ok let me look into some options for you,inform(),neutral
454,6,User,<SILENCE>,silence(),neutral
454,6,Agent,api_call british rome eight moderate,api_call(),neutral
454,7,User,instead could it be in paris,update(location=paris),neutral
454,7,Agent,sure is there anything else to update,else(),neutral
454,8,User,actually i would prefer for four people,update(people=four),neutral
454,8,Agent,sure is there anything else to update,else(),neutral
454,9,User,instead could it be with french food,update(food=french),neutral
454,9,Agent,sure is there anything else to update,else(),neutral
454,10,User,no,inform(NO),neutral
454,10,Agent,ok let me look into some options for you,inform(),neutral
454,11,User,<SILENCE>,silence(),neutral
454,11,Agent,api_call french paris four moderate,api_call(),neutral
454,12,User,<SILENCE>,silence(),neutral
454,12,Agent,what do you think of this option: resto_paris_moderate_french_8stars,option(),neutral
454,13,User,it's perfect,inform(YES),positive
454,13,Agent,great let me do the reservation,inform(done),positive
454,14,User,may i have the address of the restaurant,address(res_name=resto_paris_moderate_french_8stars),neutral
454,14,Agent,here it is resto_paris_moderate_french_8stars_address,inform(done),neutral
454,15,User,may i have the phone number of the restaurant,phone(res_name=resto_paris_moderate_french_8stars),neutral
454,15,Agent,here it is resto_paris_moderate_french_8stars_phone,inform(done),neutral
454,16,User,you rock,inform(),positive
454,16,Agent,is there anything i can help you with,else(),neutral
454,17,User,no thanks,inform(NO),neutral
454,17,Agent,you're welcome,greeting(),neutral
,,,,,
455,1,User,good morning,greeting(),neutral
455,1,Agent,hello what can i help you with today,request(),neutral
455,2,User,can you make a restaurant reservation with french food for two,"restaurant(food=french,people=two)",neutral
455,2,Agent,i'm on it,inform(),neutral
455,3,User,<SILENCE>,silence(),neutral
455,3,Agent,where should it be,request(location),neutral
455,4,User,in bombay,inform(location=bombay),neutral
455,4,Agent,which price range are looking for,request(price),neutral
455,5,User,i am looking for a expensive restaurant,inform(price=expensive),neutral
455,5,Agent,What category restaurant are you looking for,request(category),neutral
455,6,User,nine star,inform(category=nine),neutral
455,6,Agent,ok let me look into some options for you,inform(),neutral
455,7,User,<SILENCE>,silence(),neutral
455,7,Agent,api_call french bombay two expensive,api_call(),neutral
455,8,User,instead could it be in a moderate price range,update(price=moderate),neutral
455,8,Agent,sure is there anything else to update,else(),neutral
455,9,User,no,inform(NO),neutral
455,9,Agent,ok let me look into some options for you,inform(),neutral
455,10,User,<SILENCE>,silence(),neutral
455,10,Agent,api_call french bombay two moderate,api_call(),neutral
455,11,User,<SILENCE>,silence(),neutral
455,11,Agent,what do you think of this option: resto_bombay_moderate_french_8stars,option(),neutral
455,12,User,no this does not work for me,inform(NO),negative
455,12,Agent,sure let me find an other option for you,inform(),neutral
455,13,User,<SILENCE>,silence(),neutral
455,13,Agent,what do you think of this option: resto_bombay_moderate_french_7stars,option(),neutral
455,14,User,do you have something else,inform(NO),negative
455,14,Agent,sure let me find an other option for you,inform(),neutral
455,15,User,<SILENCE>,silence(),neutral
455,15,Agent,what do you think of this option: resto_bombay_moderate_french_1stars,option(),neutral
455,16,User,that looks great,inform(YES),positive
455,16,Agent,great let me do the reservation,inform(done),positive
455,17,User,may i have the phone number of the restaurant,phone(res_name=resto_bombay_moderate_french_1stars),neutral
455,17,Agent,here it is resto_bombay_moderate_french_1stars_phone,inform(done),neutral
455,18,User,you rock,inform(),positive
455,18,Agent,is there anything i can help you with,else(),neutral
455,19,User,no thank you,inform(NO),neutral
455,19,Agent,you're welcome,greeting(),neutral
,,,,,
456,1,User,hi,greeting(),neutral
456,1,Agent,hello what can i help you with today,request(),neutral
456,2,User,can you book a table with spanish cuisine for four people in paris,"restaurant(food=spanish,people=four,location=paris)",neutral
456,2,Agent,i'm on it,inform(),neutral
456,3,User,<SILENCE>,silence(),neutral
456,3,Agent,which price range are looking for,request(price),neutral
456,4,User,i am looking for a cheap restaurant,inform(price=cheap),neutral
456,4,Agent,What category restaurant are you looking for,request(category),neutral
456,5,User,one star,inform(category=one),neutral
456,5,Agent,ok let me look into some options for you,inform(),neutral
456,6,User,<SILENCE>,silence(),neutral
456,6,Agent,api_call spanish paris four cheap,api_call(),neutral
456,7,User,instead could it be for six people,update(people=six),neutral
456,7,Agent,sure is there anything else to update,else(),neutral
456,8,User,instead could it be with british food,update(food=british),neutral
456,8,Agent,sure is there anything else to update,else(),neutral
456,9,User,no,inform(NO),neutral
456,9,Agent,ok let me look into some options for you,inform(),neutral
456,10,User,<SILENCE>,silence(),neutral
456,10,Agent,api_call british paris six cheap,api_call(),neutral
456,11,User,<SILENCE>,silence(),neutral
456,11,Agent,what do you think of this option: resto_paris_cheap_british_8stars,option(),neutral
456,12,User,do you have something else,inform(NO),negative
456,12,Agent,sure let me find an other option for you,inform(),neutral
456,13,User,<SILENCE>,silence(),neutral
456,13,Agent,what do you think of this option: resto_paris_cheap_british_5stars,option(),neutral
456,14,User,no i don't like that,inform(NO),negative
456,14,Agent,sure let me find an other option for you,inform(),neutral
456,15,User,<SILENCE>,silence(),neutral
456,15,Agent,what do you think of this option: resto_paris_cheap_british_4stars,option(),neutral
456,16,User,it's perfect,inform(YES),positive
456,16,Agent,great let me do the reservation,inform(done),positive
456,17,User,may i have the phone number of the restaurant,phone(res_name=resto_paris_cheap_british_4stars),neutral
456,17,Agent,here it is resto_paris_cheap_british_4stars_phone,inform(done),neutral
456,18,User,may i have the address of the restaurant,address(res_name=resto_paris_cheap_british_4stars),neutral
456,18,Agent,here it is resto_paris_cheap_british_4stars_address,inform(done),neutral
456,19,User,thank you,greeting(),positive
456,19,Agent,is there anything i can help you with,else(),neutral
456,20,User,no thank you,inform(NO),neutral
456,20,Agent,you're welcome,greeting(),neutral
,,,,,
457,1,User,hi,greeting(),neutral
457,1,Agent,hello what can i help you with today,request(),neutral
457,2,User,i'd like to book a table with british food,restaurant(food=british),neutral
457,2,Agent,i'm on it,inform(),neutral
457,3,User,<SILENCE>,silence(),neutral
457,3,Agent,where should it be,request(location),neutral
457,4,User,in rome,inform(location=rome),neutral
457,4,Agent,how many people would be in your party,request(people),neutral
457,5,User,for two please,inform(people=two),neutral
457,5,Agent,which price range are looking for,request(price),neutral
457,6,User,in a cheap price range please,inform(price=cheap),neutral
457,6,Agent,What category restaurant are you looking for,request(category),neutral
457,7,User,one star,inform(category=one),neutral
457,7,Agent,ok let me look into some options for you,inform(),neutral
457,8,User,<SILENCE>,silence(),neutral
457,8,Agent,api_call british rome two cheap,api_call(),neutral
457,9,User,actually i would prefer in a moderate price range,update(price=moderate),neutral
457,9,Agent,sure is there anything else to update,else(),neutral
457,10,User,instead could it be with french food,update(food=french),neutral
457,10,Agent,sure is there anything else to update,else(),neutral
457,11,User,instead could it be in london,update(location=london),neutral
457,11,Agent,sure is there anything else to update,else(),neutral
457,12,User,no,inform(NO),neutral
457,12,Agent,ok let me look into some options for you,inform(),neutral
457,13,User,<SILENCE>,silence(),neutral
457,13,Agent,api_call french london two moderate,api_call(),neutral
457,14,User,<SILENCE>,silence(),neutral
457,14,Agent,what do you think of this option: resto_london_moderate_french_8stars,option(),neutral
457,15,User,do you have something else,inform(NO),negative
457,15,Agent,sure let me find an other option for you,inform(),neutral
457,16,User,<SILENCE>,silence(),neutral
457,16,Agent,what do you think of this option: resto_london_moderate_french_3stars,option(),neutral
457,17,User,no i don't like that,inform(NO),negative
457,17,Agent,sure let me find an other option for you,inform(),neutral
457,18,User,<SILENCE>,silence(),neutral
457,18,Agent,what do you think of this option: resto_london_moderate_french_2stars,option(),neutral
457,19,User,it's perfect,inform(YES),positive
457,19,Agent,great let me do the reservation,inform(done),positive
457,20,User,do you have its address,address(res_name=resto_london_moderate_french_2stars),neutral
457,20,Agent,here it is resto_london_moderate_french_2stars_address,inform(done),neutral
457,21,User,you rock,inform(),positive
457,21,Agent,is there anything i can help you with,else(),neutral
457,22,User,no thank you,inform(NO),neutral
457,22,Agent,you're welcome,greeting(),neutral
,,,,,
458,1,User,hello,greeting(),neutral
458,1,Agent,hello what can i help you with today,request(),neutral
458,2,User,may i have a table in a cheap price range for six in london,"restaurant(price=cheap,people=six,location=london)",neutral
458,2,Agent,i'm on it,inform(),neutral
458,3,User,<SILENCE>,silence(),neutral
458,3,Agent,any preference on a type of cuisine,request(food),neutral
458,4,User,with indian food,inform(food=indian),neutral
458,4,Agent,What category restaurant are you looking for,request(category),neutral
458,5,User,one star,inform(category=one),neutral
458,5,Agent,ok let me look into some options for you,inform(),neutral
458,6,User,<SILENCE>,silence(),neutral
458,6,Agent,api_call indian london six cheap,api_call(),neutral
458,7,User,actually i would prefer with british food,update(food=british),neutral
458,7,Agent,sure is there anything else to update,else(),neutral
458,8,User,no,inform(NO),neutral
458,8,Agent,ok let me look into some options for you,inform(),neutral
458,9,User,<SILENCE>,silence(),neutral
458,9,Agent,api_call british london six cheap,api_call(),neutral
458,10,User,<SILENCE>,silence(),neutral
458,10,Agent,what do you think of this option: resto_london_cheap_british_6stars,option(),neutral
458,11,User,do you have something else,inform(NO),negative
458,11,Agent,sure let me find an other option for you,inform(),neutral
458,12,User,<SILENCE>,silence(),neutral
458,12,Agent,what do you think of this option: resto_london_cheap_british_3stars,option(),neutral
458,13,User,no this does not work for me,inform(NO),negative
458,13,Agent,sure let me find an other option for you,inform(),neutral
458,14,User,<SILENCE>,silence(),neutral
458,14,Agent,what do you think of this option: resto_london_cheap_british_1stars,option(),neutral
458,15,User,let's do it,inform(YES),positive
458,15,Agent,great let me do the reservation,inform(done),positive
458,16,User,can you provide the address,address(res_name=resto_london_cheap_british_1stars),neutral
458,16,Agent,here it is resto_london_cheap_british_1stars_address,inform(done),neutral
458,17,User,do you have its phone number,phone(res_name=resto_london_cheap_british_1stars),neutral
458,17,Agent,here it is resto_london_cheap_british_1stars_phone,inform(done),neutral
458,18,User,thank you,greeting(),positive
458,18,Agent,is there anything i can help you with,else(),neutral
458,19,User,no thanks,inform(NO),neutral
458,19,Agent,you're welcome,greeting(),neutral
,,,,,
459,1,User,hi,greeting(),neutral
459,1,Agent,hello what can i help you with today,request(),neutral
459,2,User,i'd like to book a table with spanish cuisine,restaurant(food=spanish),neutral
459,2,Agent,i'm on it,inform(),neutral
459,3,User,<SILENCE>,silence(),neutral
459,3,Agent,where should it be,request(location),neutral
459,4,User,madrid please,inform(location=madrid),neutral
459,4,Agent,how many people would be in your party,request(people),neutral
459,5,User,for six please,inform(people=six),neutral
459,5,Agent,which price range are looking for,request(price),neutral
459,6,User,i am looking for a cheap restaurant,inform(price=cheap),neutral
459,6,Agent,What category restaurant are you looking for,request(category),neutral
459,7,User,one star,inform(category=one),neutral
459,7,Agent,ok let me look into some options for you,inform(),neutral
459,8,User,<SILENCE>,silence(),neutral
459,8,Agent,api_call spanish madrid six cheap,api_call(),neutral
459,9,User,actually i would prefer in a moderate price range,update(price=moderate),neutral
459,9,Agent,sure is there anything else to update,else(),neutral
459,10,User,instead could it be with british food,update(food=british),neutral
459,10,Agent,sure is there anything else to update,else(),neutral
459,11,User,no,inform(NO),neutral
459,11,Agent,ok let me look into some options for you,inform(),neutral
459,12,User,<SILENCE>,silence(),neutral
459,12,Agent,api_call british madrid six moderate,api_call(),neutral
459,13,User,<SILENCE>,silence(),neutral
459,13,Agent,what do you think of this option: resto_madrid_moderate_british_6stars,option(),neutral
459,14,User,no i don't like that,inform(NO),negative
459,14,Agent,sure let me find an other option for you,inform(),neutral
459,15,User,<SILENCE>,silence(),neutral
459,15,Agent,what do you think of this option: resto_madrid_moderate_british_5stars,option(),neutral
459,16,User,no i don't like that,inform(NO),negative
459,16,Agent,sure let me find an other option for you,inform(),neutral
459,17,User,<SILENCE>,silence(),neutral
459,17,Agent,what do you think of this option: resto_madrid_moderate_british_1stars,option(),neutral
459,18,User,it's perfect,inform(YES),positive
459,18,Agent,great let me do the reservation,inform(done),positive
459,19,User,do you have its address,address(res_name=resto_madrid_moderate_british_1stars),neutral
459,19,Agent,here it is resto_madrid_moderate_british_1stars_address,inform(done),neutral
459,20,User,thank you,greeting(),positive
459,20,Agent,is there anything i can help you with,else(),neutral
459,21,User,no thank you,inform(NO),neutral
459,21,Agent,you're welcome,greeting(),neutral
,,,,,
460,1,User,good morning,greeting(),neutral
460,1,Agent,hello what can i help you with today,request(),neutral
460,2,User,may i have a table in rome,restaurant(location=rome),neutral
460,2,Agent,i'm on it,inform(),neutral
460,3,User,<SILENCE>,silence(),neutral
460,3,Agent,any preference on a type of cuisine,request(food),neutral
460,4,User,with british cuisine,inform(food=british),neutral
460,4,Agent,how many people would be in your party,request(people),neutral
460,5,User,for four please,inform(people=four),neutral
460,5,Agent,which price range are looking for,request(price),neutral
460,6,User,in a moderate price range please,inform(price=moderate),neutral
460,6,Agent,What category restaurant are you looking for,request(category),neutral
460,7,User,five star,inform(category=five),neutral
460,7,Agent,ok let me look into some options for you,inform(),neutral
460,8,User,<SILENCE>,silence(),neutral
460,8,Agent,api_call british rome four moderate,api_call(),neutral
460,9,User,instead could it be in bombay,update(location=bombay),neutral
460,9,Agent,sure is there anything else to update,else(),neutral
460,10,User,no,inform(NO),neutral
460,10,Agent,ok let me look into some options for you,inform(),neutral
460,11,User,<SILENCE>,silence(),neutral
460,11,Agent,api_call british bombay four moderate,api_call(),neutral
460,12,User,<SILENCE>,silence(),neutral
460,12,Agent,what do you think of this option: resto_bombay_moderate_british_6stars,option(),neutral
460,13,User,no this does not work for me,inform(NO),negative
460,13,Agent,sure let me find an other option for you,inform(),neutral
460,14,User,<SILENCE>,silence(),neutral
460,14,Agent,what do you think of this option: resto_bombay_moderate_british_5stars,option(),neutral
460,15,User,no this does not work for me,inform(NO),negative
460,15,Agent,sure let me find an other option for you,inform(),neutral
460,16,User,<SILENCE>,silence(),neutral
460,16,Agent,what do you think of this option: resto_bombay_moderate_british_1stars,option(),neutral
460,17,User,let's do it,inform(YES),positive
460,17,Agent,great let me do the reservation,inform(done),positive
460,18,User,may i have the address of the restaurant,address(res_name=resto_bombay_moderate_british_1stars),neutral
460,18,Agent,here it is resto_bombay_moderate_british_1stars_address,inform(done),neutral
460,19,User,do you have its phone number,phone(res_name=resto_bombay_moderate_british_1stars),neutral
460,19,Agent,here it is resto_bombay_moderate_british_1stars_phone,inform(done),neutral
460,20,User,you rock,inform(),positive
460,20,Agent,is there anything i can help you with,else(),neutral
460,21,User,no thank you,inform(NO),neutral
460,21,Agent,you're welcome,greeting(),neutral
,,,,,
461,1,User,hi,greeting(),neutral
461,1,Agent,hello what can i help you with today,request(),neutral
461,2,User,i'd like to book a table for two people with french cuisine in a moderate price range,"restaurant(food=french,price=moderate,people=two)",neutral
461,2,Agent,i'm on it,inform(),neutral
461,3,User,<SILENCE>,silence(),neutral
461,3,Agent,where should it be,request(location),neutral
461,4,User,in bombay,inform(location=bombay),neutral
461,4,Agent,What category restaurant are you looking for,request(category),neutral
461,5,User,six star,inform(category=six),neutral
461,5,Agent,ok let me look into some options for you,inform(),neutral
461,6,User,<SILENCE>,silence(),neutral
461,6,Agent,api_call french bombay two moderate,api_call(),neutral
461,7,User,actually i would prefer in paris,update(location=paris),neutral
461,7,Agent,sure is there anything else to update,else(),neutral
461,8,User,instead could it be with spanish cuisine,update(food=spanish),neutral
461,8,Agent,sure is there anything else to update,else(),neutral
461,9,User,no,inform(NO),neutral
461,9,Agent,ok let me look into some options for you,inform(),neutral
461,10,User,<SILENCE>,silence(),neutral
461,10,Agent,api_call spanish paris two moderate,api_call(),neutral
461,11,User,<SILENCE>,silence(),neutral
461,11,Agent,what do you think of this option: resto_paris_moderate_spanish_8stars,option(),neutral
461,12,User,do you have something else,inform(NO),negative
461,12,Agent,sure let me find an other option for you,inform(),neutral
461,13,User,<SILENCE>,silence(),neutral
461,13,Agent,what do you think of this option: resto_paris_moderate_spanish_5stars,option(),neutral
461,14,User,do you have something else,inform(NO),negative
461,14,Agent,sure let me find an other option for you,inform(),neutral
461,15,User,<SILENCE>,silence(),neutral
461,15,Agent,what do you think of this option: resto_paris_moderate_spanish_4stars,option(),neutral
461,16,User,no this does not work for me,inform(NO),negative
461,16,Agent,sure let me find an other option for you,inform(),neutral
461,17,User,<SILENCE>,silence(),neutral
461,17,Agent,what do you think of this option: resto_paris_moderate_spanish_3stars,option(),neutral
461,18,User,it's perfect,inform(YES),positive
461,18,Agent,great let me do the reservation,inform(done),positive
461,19,User,may i have the phone number of the restaurant,phone(res_name=resto_paris_moderate_spanish_3stars),neutral
461,19,Agent,here it is resto_paris_moderate_spanish_3stars_phone,inform(done),neutral
461,20,User,do you have its address,address(res_name=resto_paris_moderate_spanish_3stars),neutral
461,20,Agent,here it is resto_paris_moderate_spanish_3stars_address,inform(done),neutral
461,21,User,thanks,greeting(),positive
461,21,Agent,is there anything i can help you with,else(),neutral
461,22,User,no thank you,inform(NO),neutral
461,22,Agent,you're welcome,greeting(),neutral
,,,,,
462,1,User,hi,greeting(),neutral
462,1,Agent,hello what can i help you with today,request(),neutral
462,2,User,i'd like to book a table for eight people with italian food,"restaurant(food=italian,people=eight)",neutral
462,2,Agent,i'm on it,inform(),neutral
462,3,User,<SILENCE>,silence(),neutral
462,3,Agent,where should it be,request(location),neutral
462,4,User,paris please,inform(location=paris),neutral
462,4,Agent,which price range are looking for,request(price),neutral
462,5,User,in a cheap price range please,inform(price=cheap),neutral
462,5,Agent,What category restaurant are you looking for,request(category),neutral
462,6,User,one star,inform(category=one),neutral
462,6,Agent,ok let me look into some options for you,inform(),neutral
462,7,User,<SILENCE>,silence(),neutral
462,7,Agent,api_call italian paris eight cheap,api_call(),neutral
462,8,User,actually i would prefer with indian food,update(food=indian),neutral
462,8,Agent,sure is there anything else to update,else(),neutral
462,9,User,instead could it be in bombay,update(location=bombay),neutral
462,9,Agent,sure is there anything else to update,else(),neutral
462,10,User,instead could it be for four,update(people=four),neutral
462,10,Agent,sure is there anything else to update,else(),neutral
